TSdate,TStime,COUNT,OVERAL-MEM%,OVERAL-CPU%,OVERAL-RSS-KB,OVERAL-VSZ-KB
2018-11-19,11:43:05,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:10,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:16,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:21,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:26,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:31,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:37,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:42,2,9.2,.6,1514944.0,8671756.0
2018-11-19,11:43:47,2,9.2,.6,1514944.0,8671756.0
